author,text,time,likes
@ikhsandolly9224,"Semoga bener, sebab harga kuota internet harganya semakin mahal, malah berkurang jadi 28 hari lagi yang seharusnya sebulan penuh kan anjing😅",2 hari yang lalu,0
@Bosgadang,RT RW net versi pemerintah,2 hari yang lalu,0
@masfu3597,Rata2 proyek pemerintah memang scam..,2 hari yang lalu,0
@irdinamarsyanazifaofficial,Udah tanyang @RaymondChins,2 hari yang lalu,0
@BorIborrr,Nyimak aja.,2 hari yang lalu,0
@trendtodayid,"Sebagai teknisi, saya tau kalau proyek ini aslinya cuma money loundry.",2 hari yang lalu,0
@coolkidz3470,Yang lucu adalah.. Telkom group bidding dengan harga lebih bagus.. tp yang menang malah ade nya presiden.. 😂😂,2 hari yang lalu,0
@Luc_Luk,Saya lebih takut sama keamanan data saya,2 hari yang lalu,0
@Rindhang,"100rb unlimited no fup?
Stop right there, i'm in. 🗿 Buat Download film & series ber batch².",2 hari yang lalu,0
@AkaziaArasi,"Tinggal nunggu aja jam main nya 😂😂😂, belum apa' udah pesimis, biarkan otak kita di jalan yg benar, jngan di kecohkan org"" yg hnya ingin kita terus bodoh",2 hari yang lalu,0
@Askana_Aufa-fJx,"Jika fokus utama dari bisnis 100rb adalah menjual kembali kursus/panduan yg sama kepada orang lain, ini lebih menjurus ke model Multi-Level Marketing (MLM) ato Skema Piramida Terselubung yg menjual ilusi, bukan produk bernilai.",2 hari yang lalu,164
@R360S,Mahal ya bang plan internet di sana,2 hari yang lalu,0
@Kyaa_Betsunii," @R360S  mahal + lemot, siang download speed 300-700KBps, malem baru bisa 1MBps",2 hari yang lalu,0
@dextervm6151,"Yg penting jgn salah eksekusi kyk isp bolt dulu..

Yg tutup karna expansi mulu, ampe gak nyadar biaya operasional membengkak 😅",2 hari yang lalu,3
@pitoyopitoyo6852,Mungkin beberapa bulan naik tagihannya. Karena semua provider saja naik semua,2 hari yang lalu,1
@Farsya_Agy," @pitoyopitoyo6852  justru ini jadi pemantik bomb harga pasar internet indo..... kita ambil contoh aja pasar smartphone yang dulu samsung, huawei, ama oppo harga smartphonenya mahal banget tapi semenjak xiaomi ngebomb harga pasar smartphone lansung jatuh harga smartphone di indonesia",2 hari yang lalu,0
@superfoxbat,dalam jaringan itu ada yang namanya QoS (quality of service). itu belum lagi ratusan ribu orang terkoneksi ke pemancar yang sama di kawasan yang padat penduduk. asal router/modem gak bengong aja sdh syukur,2 hari yang lalu,0
@raphaelrembrandt9838,Semoga aja di daerah lu dikit yang pake bang. Kalo rame dijamin lemot di jam jam sibuk wkwkwkw,2 hari yang lalu,0
@simpmalamminggu2,"Di kondisi sepi pun sangat sulit mendapat 100Mbps bahkan hampir mustahil di kondisi asli lapangan, itu hanya speed teoritis yang bisa dicapai di lab, bukan di lapangan, kalau real nya mungkin sekitar 60-70Mbps kalau dekat banget dengan pemancarnya, kalau diatas 2km mungkin hanya sekitar 20-40Mbps,  sama kayak hp lah, hp 5G itu speed internet nya sebenarnya upto 150Mbps, masalahnya pernah gak kita ngelihat speed itu di hp kita?",2 hari yang lalu (diedit),0
@eddyprasetyo408,mirip hp lah,2 hari yang lalu,0
@davipiero,Udah ada info upto uptonya ini 1 ip dibagi ke brp user?,2 hari yang lalu,0
@sheptian69,"Masi mahal, telkom rumahan wifi id home dulu cuma 50rb 😂",2 hari yang lalu,0
@bwxcrew," @sheptian69   iya tuh, baru inget ane, modal goban buat sebulan wkwk",2 hari yang lalu,0
@ZAINULFUADI-d8l,"kalo orang indo kreatif.. 
dah 100 rb di bagi 10 rumah.. mayan 20rban.😂 isp mumet",2 hari yang lalu,0
@saifudinnganjuk118,​ @ZAINULFUADI-d8l Yo Ndaklah kalau 20ribu tapi lemot ya mending pasang sendiri 100ribu cepet dipakai sendiri,2 hari yang lalu,0
@ThaniaBee,"Indosat sedang upgrade ke 5G sepertinya, sejak sinyal ngga stabil, 5G muncul.",2 hari yang lalu,0
@Ezcob4r,"Banyak raja kecilnya. klo dinegara maju, pasti kyk gini dibabat, karna negara yg berdaulat adalah negara yg 1 kuasa, tidk ada yg lain yg bisa berkuasa diatas hukum negara⚠️",2 hari yang lalu (diedit),0
@dewas1512, @Ezcob4r  negara maju mana dulu? As? UE? atau mana? Sebab kondisi disana mah gak beda jauh kayak di indo,2 jam yang lalu,0
@Anger-Issue-guy,​ @Ezcob4r  kita juga Negara Berdaulat.,2 hari yang lalu,0
@khalidpotter,Lebih rawan kena sabotase daripada kena petir,2 hari yang lalu,0
@hamimrosyidin7089,harusnya harga segitu jadi standar. internet indo sendiri aja udah paling mahal diantara negara lain di asia tenggara.,2 hari yang lalu,1
@neki3286,"Mending pre dulu bang, soalnya gratis pemasangan kalo udah ngak ntar bayar pemasangannya biasanya ini mahal 😅😅",2 hari yang lalu,0
@vartz9469,Iyalah dimana mana negara ekonomi maju = internet kenceng/murah,2 hari yang lalu (diedit),0
@UcokF,"Bisa jasa. Emang ini resmi agenda pemilu pemerintah? 
Dari partai mana?
Buktikan secara rinci sumbernya",2 hari yang lalu,0
@johari122,Dagelan,2 hari yang lalu,0
@rxrz252,"Klo emang niat ya bisa monopoli, bayangin market nya rakyat indo yg gede, listrik dan internet harusnya di kuasai negara tpi pelayanan nya harus bagus",2 hari yang lalu,9
@Askana_Aufa-fJx,"​ @rxrz252 Daripada monopoli total, negara bisa berfokus pada Monopoli Infrastruktur Dasar, misalnya jaringan listrik transmisi ato backbone fiber optik dan Regulasi Ketat  namun Membuka Peluang Kompetisi di level layanan ritel untuk mendorong inovasi dan efisiensi, fokus utamanya harus pada pengawasan yg kuat, transparan dan sanksi tegas bagi kegagalan mencapai standar pelayanan publik, terlepas dari apakah entitas tsb monopoli ato berkompetisi.",2 hari yang lalu,7
@triasaraufkreatif9208,Pengetahuan bisnis masih awam g usah koken,2 hari yang lalu,3
@ApaPulalah," @triasaraufkreatif9208  
Boomer diem aja kalo nolak pertanyaan dan kritik. Jari pake dulu sana benerin komen kau.




Channel yt mati, IG mati, kok ngatain org lain ""awam"". Validasinya kau apa?",1 hari yang lalu (diedit),0
@turkiyeizmir-hf7kb,kenapa jadi mlm 😅,2 hari yang lalu,3
@Askana_Aufa-fJx,"​​​​ @turkiyeizmir-hf7kb itu namanya Analagi bro, ato persamaan/kemiripan.",2 hari yang lalu (diedit),0
@utinggianto,"Lah emang IRA open downline kayak mlm lain?
Pahami dulu konsep mlm bagaimana, mlm gak seburuk itu. Yg buruk itu ponzi scheme",1 hari yang lalu,2
@Askana_Aufa-fJx,"​ @utinggianto IRA sering dicurigai sebagai Skema Ponzi/Piramida karena lebih fokus pada perekrutan anggota baru dan uang investasi mereka daripada penjualan produk nyata ke konsumen luar.
​Keuntungan ato passive income yg dijanjikan bergantung pada setoran dana dari downline baru, bukan komisi dari penjualan produk. ​MLM yg sah menghasilkan uang dari penjualan produk, sedangkan Ponzi menghasilkan uang dari investasi anggota baru",1 hari yang lalu,1
@Regaxgaming,Semoga bisa lancar project nya,2 hari yang lalu,0
@Regaxgaming,Semoga bisa lancar project nya,2 hari yang lalu,0
@ahmadshofiullah8068,True,2 hari yang lalu,0
@EmanNuell89,gimmick nnti juga sama kaya Iconnect percaya aja,2 hari yang lalu,0
@Ridwan-in6wz,"Oh my republik ya sumatra, mati dah",2 hari yang lalu,0
@LelotsumiLelotsumi,Menghujat lebi muda daripada mengrjakan.i arat dedang mebalikan tangan.dapat batuan itu lebi muda daripada lerja keras dan berusaha.itula mental bangsa yang sedang di jajah ole diriya srdiri,2 hari yang lalu,0
@crt-dmg,"wireless = ga stabil..
dah itu aja kendalanya...",2 hari yang lalu,0
@toumaesper,2:35 lawan pemerintah gelo keras juga itu miliar habisnya,2 hari yang lalu,2
@gamestory312,"Adu kuat ama telkom grup, tebak menang yg mana😂",2 hari yang lalu,0
@user-qr9pb6oy1w,"murah kata mereka yg sekitar 15% (penduduk Indonesia yg bergaji rata2 Rp.6,5 juta keatas) tapi diklaim rata2 penduduk +62. Mirip2 kibul2an yg viral2 itu yg perhitungan standar orang miskin.",2 hari yang lalu,3
@Rajagamingbae,sumatera mestinya sdh ada karena sumsel dan lampung ..sumbar dah banyak rel kereta malah double track,2 hari yang lalu,1
@jayasari,Nunggu aktualisasinya dulu baru mau komeng . Huhuy...  Smg deh..,2 hari yang lalu,3
@shaufi10,"gw butuh ping yg ga turun naik, apalagi kalau cuaca lagi ini itu dan gw masih nunggu review dari teman gw yang di jawa dl yg mana profesinya sama dengan gw",2 hari yang lalu,0
@AfterUsOnlySilence,Gw sih wait and see,2 hari yang lalu,0
@risqonilham3676,Habis semua kompetitor bangkrut langsung main monopoli harga 😮‍💨,2 hari yang lalu,18
@intanpuspitasari2126,"Gua berharap dan gak yakin pada saat yg sama. Cuma seenggaknya ada yang bisa membuat gua merasa nyaman pas dapet internet lancar, cepet kan tuh buat ngata2in kinerja pemerintah",2 hari yang lalu,0
@masguppy9491,5:05  HAMA terbesar konoha,2 hari yang lalu,0
@ahmadnurhadi750,"ragu bakalan terealisasi, tapi ini kabar bagus banget, karna di beberapa pelosok itu ada broker fiber optik, di kampung saya aja yg bisa masuk gk ada, cuma dia sendiri yg bisa dan itu mahal + jelek banget, 2mbps 170rb. ampas sekali kecepatanya macam internet zaman hp symbian...",2 hari yang lalu,1
@hepiloo,"ingat yah ini untuk region pulau jawa & pulau maluku,papua aja dlu. . . kalimantan & Sumatra coming soon😅",2 hari yang lalu,0
@elfrainheart9338,"Pingin..
Aku bayar telkomnyet 130.000 cuma dapet 82 GB.. mana 28 hari doank lagi bukan 30",2 hari yang lalu,0
@fikarexact11,Bayangkan dikasih murah dan unlimited tapi masih ada juga yang ngomel dan ngeluh. Kok tahu? karena saya berada di bisnis ini.,2 hari yang lalu,0
@Rinso123-x6v,"Konsep mirip menjaga harga kebutuhan pokok dipasar, dengan adanya sembako murah 

Pemikiran awan saya",2 hari yang lalu,0
@4IZUKI,"mau 100rb juga kalo ada gangguan dijawab ""Restart modemmya dulu ya"" sama saja boong 🗿",2 hari yang lalu (diedit),0
@trendtodayid,Yang punya adik presiden 😂,2 hari yang lalu,0
@toumaesper,​ @trendtodayid  iya emang gitu sulitnya lawan pemerintahan kalo gak ada jepang gua yakin juga gak bakalan terwujud ini baru bersaing walaupun tidak seluruhnya di kuasai😊,2 hari yang lalu,0
@UcokF,Lol. di sono Ghz nya dimenangi my republic,2 hari yang lalu,0
@Anger-Issue-guy,semoga makin Cihuy,2 hari yang lalu,0
@wayanjoy2069,sudah biasa,2 hari yang lalu,1
@wayanjoy2069,"tapi kompetitor ngga akan bangkrut menurutku, justru mereka akan menurunkan harga tanpa membangkrutkan diri",2 hari yang lalu,1
@Anger-Issue-guy,"​ @wayanjoy2069  ""tanpa membangkrutkan diri"" tapi enggak menutup kemungkinan Dibangkrutkan. Konsekuensi masih tetap ada dan masih dipertimbangkan",2 hari yang lalu,0
@WawaWewe-o3x,"​ @wayanjoy2069 kompetitor bakal turunin harga? Harga di naikin aja mereka rugi, apalagi di turunin😂",2 hari yang lalu,0
@risqonilham3676,"​ @wayanjoy2069  Masalahnya yg bikin internet sampe mahal itu pihak NAP nya bang, biaya bandwidth 1 Gbps aja 11 juta perbulan",2 hari yang lalu,0
@FajarWijaya-oz8yd,Perang harga yang ada,6 jam yang lalu,0
@hadiputraw8083,Presiden kita kan paling jago monopoli bg,5 jam yang lalu,0
@toumaesper,Sulit sekali lawan pemerintah lawan SDM rendah gila ini😂,2 hari yang lalu,0
@ThaniaBee,"Indosat 150 ribu, dapat 300 GB",2 hari yang lalu,1
@elfrainheart9338,​ @ThaniaBee  murah sih itu kalau dibandingkan sama punyaku 😅,2 hari yang lalu,0
@hepiloo,nah bisa tuh klo internet rakyat tercover di wilayah kka,2 hari yang lalu,0
@elfrainheart9338,​ @hepiloo belum ada.. aku di Sumatera Selatan kak.. di pedesaan lagi,2 hari yang lalu,0
@ThaniaBee,"Harga udah murah dan kuota unlimited tapi sinyal jelek, pasti kamu juga akan marah.",2 hari yang lalu,1
@ThaniaBee,"Udah jelek tapi ngga stabil, lengkap sudah, seluruh penghuni kebun binatang akan keluar semua 😂",2 hari yang lalu,1
@Achzarkasyi,Jelas scam 😂 canda scam,2 hari yang lalu (diedit),0
@Kittendustexe,Kalo ada yg ngeluh lelet paling dihujat sama buzzer pemerintah gratisan,2 hari yang lalu,0
@diazikhlas,Rakyat mah di kadalin mulu,2 hari yang lalu,0
@donoprasetijo3432,"Kenapa konglo pada masuk sektor retail, blm lagi kopmerputih. .. akan berdarah darah sektor retail 😢",2 hari yang lalu,53
@yunisukawana4054,Assalamu'alaikum warahmatullahi wabarokatuh Sehat selalu n tetap semangat berkarya Bang Raymond chin 🇮🇩💪🇵🇸,2 hari yang lalu,0
@user-dz4qq7gv1w,"Bagus ini cara perang harga dg BUMN, rakyat ingin internet murah, cepat,dan berkualitas",2 hari yang lalu (diedit),0
@Ezcob4r,"Saya optimis, karna ini proyek swasta asal jepang yg kerja sama dengan prusahaan dri adiknya presiden, pasti ini gk mungkin diusik para elite internet indo, saya cma takut aja nnti banyk yg marah, karna menurut saya terlalu over klaim iklannya.",2 hari yang lalu (diedit),163
@zengebra7179,"proyek pemerintah yang di judulnya ada kata ,,rakyat,, biasanya ga pro rakyat",2 hari yang lalu,0
@bluedid3530,bagus lah.kalau bisa cuma 10rb per bulan,2 hari yang lalu,0
@ombayou,"gmn gak lelet dan mahal, di Indonesia internet itu di-oligopoli mafia telekomunikasi dari sejak awal.",2 hari yang lalu,0
@Derita_Rakyat,"Gw dah nyoba pake nih STARLITE (pengakuan yang pasang), tp masih pake serat optik. Setelah gw teliti, ternyata emang bener starlite yang di vendorkan ke PT lain lagi. Pas sebelum musim hujan, gw pake download PUBG PC kecepatannya malah tembus 192 an mbps. TETAPI, waktu masuk musim hujan nih baru kek tai kalo dibuat ngegame. Game butuh ping stabil, pas hujan/setelah hujan pingnya ada RTO2nya. Kalo cuma dibuat browsing/youtube/tiktok dll itu masih enak aja, soalnya ga butuh ping stabil. Cerita ini gw simpulkan setelah pakai starlite hampir 3 bulan. Finaly, gw pasang indihome aja dan berniat melepas starlite. Jika suatu saat starlite udah GGWP pingnya dalam cuaca apapun, kemungkinan balik lagi ke doi.",2 hari yang lalu,1
@rememberdiksi7989,1 konten panjang habis berapa hari mas bikinnya ?,2 hari yang lalu,0
@studiokocak333,"BELI QUOTA TIDAK MENAMBAH MASA AKTIF, SUNGGUH BISNIS HARAM",2 hari yang lalu,0
@muhammadsyihab2636,Kalo pun nyata sudah pasti plang merah bergerak. Tapi kalo memang scam plang merah diam tersenyum,2 hari yang lalu,8
@dedimaryadi5700,"Udh hampir sebulan pake dan emg bener sih, 100rb full 200mbps. Yg dr St*rlitre. Cuma emg dr pendaftaran, pemasangan, smpe aktifnya lama, sekitar 2bulanan baru aktif. Dan belum tau kedepannya gimana, cuma sejauh ini lancar",2 hari yang lalu,0
@diazikhlas,"Sy coba nga bisa registrasi

OMON OMON
PRABOWO ERA OMON OMON",2 hari yang lalu,0
@gaidomang,Jangan percaya maling arca.... Sesimpel itu aja 😂,2 hari yang lalu,0
@dxdaero09,"sekelas situs web negara kok "" kesalahan server "" ...sudah 3 minggu pre-registrasi gak masuk""...LAWAK😂😂😂😂",2 hari yang lalu,0
@minersatu7133,project gimmick itu,2 hari yang lalu,0
@ervantputrarahman4574,Feeling sih cuma gimmick. Klo misalnya terjadi. Itu sama aja ngebunuh BUMN sendiri ga sih??,2 hari yang lalu,0
@hepiloo,"wireless sih bang, ga tau apakah teknologi baru ini bisa lebih stabil soalnya teknologi mirip bolt sama Telkomsel orbit",2 hari yang lalu,0
@rahmatbagusss,"Inget di awal prabowo naik jabatan dia undang konglomerat ke istana negara. Kayaknya ini salah satu perintah prabowo ke  konglo buat mindahin portofolio mereka ke sektor riil. Sekarang kalo dilihat lihat saham bluechip macam BBCA atau ICBP downtrend semenjak bulan April kemarin, kemungkinan karena uang konglo udah di pindah dari sini.",2 hari yang lalu (diedit),15
@donoprasetijo3432,"Kalau konglo masuk ke industri, manufaktur, infrastruktur, yg jualan nya orientasi ekspor gak masalah nambah devisa income, nah ini yg di explore terus akar rumput",2 hari yang lalu,4
@rudolfiolobos-b7o,Makanya jadi adik presiden 🤣,1 hari yang lalu,1
@abbiemfadilah6926,"serius komen kayak gitu, liat semua negara di luar 40-50% tanpa andil konglomerat ngga bakal bisa apa-apa, jangan naif deh jadi orang, mereka juga pemberi pajak terbesar negara, kalau para konglomerat kabur dari negara 100% negara tersebut bakal ancur, dan kalau konglomerat ngga ada warga biasa, ngga bakal dapet kerjaan",2 hari yang lalu,6
@sandygenderwo1703,"Program MBG ngehajar kantin² disekolah, tapi menciptakan lapangan kerja tiap dapur dan pembelian bahan pangan yang otomatis bawa domino efek ke petani, penjual pasar dan seterusnya *Walaupun pengelola dapur MBG pasti yang punya orang kaya. Internet rakyat otomatis ngebasmi ISP tingkat RT tapi domino efeknya lebih besar, keluarga kecil ngk perlu bayar mahal untuk INTERNET. kopmerputih ? lu lebih seneng rakyat rakyat Indo terjerat PINJOL atau LINTAH DARAT ? 

Disetiap kebijakan pasti ada pihak yang diuntungkan atau dirugikan, yang terpenting mudaratnya lebih banyak daripada keburukannya.",2 hari yang lalu,3
@m.irfan-7069,​ @sandygenderwo1703 mudarat itu keburukan bang 😂,2 hari yang lalu,0
@fmidteam9046,uakin nih ga diusilin? banyak perusahaan yang udah pada kabur ke vietnam loh,2 hari yang lalu,21
@neki3286,​ @fmidteam9046  yakin sih setidaknya 4thn kedepan masih aman 😂😂,2 hari yang lalu,0
@perintis162,​ @fmidteam9046 yakin,2 hari yang lalu,0
@AhmadEfendi-fm7rs, @fmidteam9046 gak nyambung,2 hari yang lalu,0
@hamimrosyidin7089,kalo ngeliat harga kesannya kemurahan banget. padahal tahu sendiri harga internet indo paling mahal jika dibanding negara asia tenggara lain. gw harap ini jadi standar baru sih kalo soal pricing.,2 hari yang lalu,15
@xperianeoD,"​ @hamimrosyidin7089 Murah karena Open RAN, biaya investasi bisa dipangkas 40%. Gak lock vendor jadi siapapun bisa ikutan",2 hari yang lalu,0
@arthadewa,YES! Gw optimis klu kerjasama dgn Japan,2 hari yang lalu,8
@neki3286,"Betul bang gw percaya juga karena ada jepang ikut, karena kalo jepang ikut ntah kenapa pasti lurus, contoh kaya film Garuda bima x gara"" jepang bantuin hasilnya jadi bagus banget dan ngak dikorup budgetnya 😊😊",2 hari yang lalu,31
@jayaandrias3079,​ @neki3286 anak tokusatsu nih,2 hari yang lalu,0
@antonjaden2482,Sma jepangnya kita optimis. Tapi sama konohanya yg ngga...,1 hari yang lalu,2
@goresanpena3005,Kalau kerjasama Jepang sih saya yakin akan baik om dan kualitas Jepang dih aman2 aja lah,2 hari yang lalu,2
@adikunto88,Apa balas budi karna proyek kcic dicaplok RRC😂?,2 hari yang lalu,2
@Ezcob4r,"​ @adikunto88  Jangan samakan proyek BUMN dengan proyek Swasta🤦🏻‍♂️. KCIC itu ego presiden yg dipksakan, klo Internet rakyat itu urusannya B to B, presiden disini cma jadi regulator.",2 hari yang lalu,2
@SuperWorldCatYT,Wah nice info bang,1 hari yang lalu,1
@Adi-Observer,"mslh nya ormas, bang, di sini msh ada main lapak utk ISP, penyangga jakarta, tebak kota nya",2 hari yang lalu,1
@Ezcob4r,"​ @Adi-Observer  Saya malah baru tau, coba jelasin bng, biar kebongkar ke publik⚠️",2 hari yang lalu,2
@sekedarhobbie7510,Proyek pemerintah seperti telkom mengatas namakan bumn aja kocar kacir,17 jam yang lalu,0
@STke-s8b,Yakali bro wkwkwk pasti diusik lah,2 hari yang lalu,0
@muhammadehsan2652,"Boleh sangat. Bahkan kalau 70Rb/80rb masih untung dia tu

Wajar lah. Ada Axiata.😂😂 mereka dah buat di Malaysia dulu cara ini , sekarang mereka sudah beli CelcomDigi. Seluruh Malaysia itu fiberoptic sudah beres. Ia bermula 2022 - 2025. Taktik sama.  Fibre optik nya di rel kereta dan wirelessnya di pergunungan dan permukiman. Kalau mereka perlu lahan kamu utk meletakkan pemancar/ pencawang kamu akan dibayar untuk itu secara bulanan.

Ya gua pasti akan murah. Di Malaysia 
RM 15 / Rp 60rb utk 100 Mbps . Internet Unlimited Social , Free Youtube , 5G , selama sebulan. Satelitnya juga pemerintah sudah uprgade dan sekarang dengan resolusi HD ga terganggu hujan kayak pakai Starlink. Bisa liat maps sesuai dengan waktu tersebut.Langsung real time. Bukan lagi gambar gambar lama.Itu Axiata mau jadi juara Asia Tenggara tu. Ya benar ini sistem Jepang. Di Jepang udah lama dimulakan",2 hari yang lalu (diedit),0
@XianglingID,Adik prabowo yg nampung artefak kuno ya?,2 hari yang lalu,0
@SirGhefhe,"yah 5 taun kedepan aman lah, 10 taun kalo wowo lanjut. ini proyek MYC. 
kalo yg ngikutin lelangnya sih, yah ytta sih 😅. region 1 emang udah di ""booked"" starlite..berhub adeknya kan yang punya.

anyway balik lagi selama rakyat yang untung gas aja..provider makin kesini makin gila harganya",1 hari yang lalu,0
@momorudi,"Ah bilang aja lu suka karena murah, gpp kok.",2 hari yang lalu,0
@duacoin,Itu gimmic,2 hari yang lalu,0
@anttoxic2724,ini mainnya bakal berangusin lokalan,2 hari yang lalu,0
@Ezcob4r,"​​ @anttoxic2724  Gk mungkin kebrangus bro, bentuk dan kualitas layanannya aja berbeda. paling cma kekoreksi aja harganya.
layanan Fiber optic masih yg paling unggul, dri pada internet rakyat yg rawan gangguan cuaca dan external lainnya, karna distribusi internetnya lewat glombang radio bukan kabel bawah tanah.",2 hari yang lalu (diedit),0
@MikoTriwibowo,Anak presiden atau adiknya presiden?,2 hari yang lalu,0
@Ezcob4r,"​ @MikoTriwibowo  Makasih koreksinya, saya typo✍🏻",2 hari yang lalu,0
@LiveIsVerySimply,Plot twist.. semua kegiatan lu diinternet disadap,2 hari yang lalu,0
@Ezcob4r,​​ @LiveIsVerySimply  Gk usah pake layanan INTERNET RAKYAT pun kmu sudah disadap tiap hari tanpa izin resmi pengadilan. ini karna UU KUHAP DIREVISI UGAL UGALAN⚠️.,2 hari yang lalu (diedit),4
@andrianitem8786,​ @LiveIsVerySimply nyadap lu jg gk guna😂😂,1 hari yang lalu,2
@djinsh626,"​ @LiveIsVerySimply kalo lu liat izin setiap aplikasi lu di hp termasuk youtube juga dari awal data lu dah disadap. Satu²nya cara biar privasi lu terjaga ya bnr² harus anonymous, gk punya akun apapun sama make semua software open-source yg lu build sendiri. Pilihannya cmn 2, antara lu make atau gk. Udah itu aja.",1 hari yang lalu,1
@satriosu1906,jepang aja lagi gk beres perdana menterinyaw😂,2 hari yang lalu,0
@Khann_2102,​ @satriosu1906  G nyambung,2 hari yang lalu,2
@Ezcob4r,"​ @satriosu1906  Yg gk beres kn perdana mentrinya, bukan prusahaan swastanya🤦🏻‍♂️.
Lagi pula jepang itu flexible, gk lama lgi turun klo rakyat kecewa. gk kayk indo, nunggu 1 priode pun gk turun2🗿.",2 hari yang lalu,21
@UcokF,Anis Baswedan,2 hari yang lalu,0
@ThaniaBee,"Materinya dibantu AI, 1 hari juga jadi.",2 hari yang lalu,1
@simpmalamminggu2,"Secara teori itu real sih, tapi secara praktek, hampir mustahil 100Mbps di 1.4Ghz.",2 hari yang lalu,1
@iammasali,"tapi udah bergerak si ,si merah aku langganan tadinya 30Mbps sekarang naik ke 75Mbps di harga yang sama (keterangan dapet loyalti kecepatan)",1 hari yang lalu,0
@chrissetra,"Internet Rakyat mudah2an gk  gimmick daonk, tetapi rolloutnya blm mateng sehingga klaim “100 Mbps 100 ribu” lebih dekat ke janji promosi doank, daripada performa yang bisa dijamin saat ini",2 hari yang lalu,0
@bakamons21,Jangan berharap sama pemerintah🎉,2 hari yang lalu,0
@ryan.rinaldy,"Worth sih klo untuk penggunaan di rumah-tangga aja...
Pertanyaan berikutnya, kapan ada di Kalimantan (Timur khususnya) berhubung gak ada jalur kereta disini?",2 hari yang lalu,0
@muksony3862,"Pemimpin kita itu sudah dari jaman bahala slalu melebih lebihkan sesuatu
Karena rakyat y bodoh jadi suka membodohi .
Semoga sudah banyak masyarakat yang cerdas dan bisa melihat mana kebohongan mana kenyataan mana haluu",2 hari yang lalu,0
@AndreanMaulana-nm9ui,Bisa² Jdi ladang korupsi lagi gak sih?,2 hari yang lalu (diedit),0
@azukeling,"bang lihat wifi hari ini gak,wkwkwkwk",2 hari yang lalu,0
@AyikAday,"Di desa saya internetnya murah bang, 50 rb/ hp/ bulan.",2 hari yang lalu,0
@frisacruise3983,"Kalau aku belum tertarik  untuk saat ini. Karena butuh koneksi yg cepat buat kerja apalagi kalau pas edit video terus lemot download/uploadnya. Alamak....... 😣
Kalau melihat kekurangannya kemungkinan besar bisa terjadi. Ibarat kita ke tempat makan terus pesan saat jam makan pasti antriannya banyak. Sudah bisa dibayangkan komplainnya bagaimana bagi yg mendambakan harga murah, enak, cepat, banyak maunya. 😅",2 hari yang lalu,0
@LelotsumiLelotsumi,Yang peting murah.menghemat kebutuhan bertahun tahun sampe anak. cucu.kalo mau utung ya modal,2 hari yang lalu (diedit),0
@Barden1.0,"seperti judulnya = INTERNET RAKYAT
memang ini di tujukan untuk kalangan yang ekonomi nya tidak mampu berlangganan internet fiber optik.
Internet rakyat berjalan di frekuensi 1,4Ghz dan ini khusus bisa di masuki oleh Modem yang di sediakan, jadi salurannya beda dengan Telpon seluler. Semakin banyak yang memakai IR semakin berkurang kecepatannya.
apakah ini akan menjadi saingan internet Optik? tentu tidak, karena FWA ini punya kekurangan, yaitu cuaca dan jumlah pengguna. jadi kecepatannya akan berkurang.
ini bukan gimmick sih, tapi memang beneran internet murah. modem FWA ini nanti entah memakai teknologi GPS atau gimana, soalnya modemnya gabisa pindah rumah, kalau pindah rumah sinyal internt hilang, karena udah di atur.",2 hari yang lalu,0
@eluminati358,Cuman ambil data doang itu daftar aja di jawatimur tengah kota udah 3 bulan belum dipasang ya gitu lah ....menurutku ini cuman pengumpulan data doang mungkin bisa buat refrensi pemilu kedepan logika aja deh 😅😅😅😅😅😅,2 hari yang lalu,0
@AriTuesday,"Kuota hp memang super mahal 
Bisa buat bayar kos 1 bulan
Rakus semua anjr prengusaha Indonesia.",2 hari yang lalu,60
@poseidon4189,Menarik nih...semoga eksekusinya dilapangan bener dan sesuai dengan plan,2 hari yang lalu,8
@bagaspratamacahyadi9145,tergantung kebutuhan sij tapi edan itu,2 hari yang lalu,0
@ZaynJ_03,"Kalau eksekusinys rapih, ini bakalan jadi pure masterclass sih, apalagi makin kesini harga wifi bulanan makin mahal tapi kualitas gitu² aja",2 hari yang lalu,"1,2 rb"
@madwalker7529,Gua dah daftar njir,2 hari yang lalu,0
@VeArie-u4y,Prtma didunia eh😅,2 hari yang lalu,0
@KingBang-e5o,Pembunuh Provider Paket Data dan Perusahaan WIFI,2 hari yang lalu,0
@yth7_tbh,"semoga saja benar2 terwujud, gimmik atau nggak nya waktu yg akan membuktikan",2 hari yang lalu,0
@harutori790,indihome udah turunin harga,2 hari yang lalu,0
@hepiloo,"sayangnya phase pertama ini fokus di pulau jawa & maluku, papua. . . karena yg menang di Kalimantan my republik, moga aja masuk yah ke kalimantan 😌",2 hari yang lalu,0
@yznova,50k dikasih 15gb asuu,2 hari yang lalu,15
@R360S,​ @yznova mahal ya di sana ?,2 hari yang lalu,0
@khusnimubarok1871,"Kemarin saya 100k dapet 100gb,
Tapi sekarang adanya 150k dapet 150gb. Pengeluaran dipaksa naik...😂",2 hari yang lalu,5
@rsg4122,bner kapitalisnya ga ngotak ! udh mahal cuma 28hari ! kan ajg ! maruk + rakus ajg ! kita udh terbiasa dgn harga internet mahal jdi pas denger internet 100rb /100mbps jdi kaya to good to be true !,2 hari yang lalu,4
